artist,title,play_count,mbid
Ela Minus,el cielo no es de nadie - Edit,29,
Ghais Guevara,I Personally Wouldn't Have Released John McCain,29,
Gil Scott-Heron,I'll Take Care Of U,29,
Gil Scott-Heron,NY is Killing Me,29,
"hey, nothing",Sick Dogs,29,3509de88-ab9d-4e33-a106-4d0f22bf88a6
Isaiah Rashad,Headshots (4r Da Locals),29,2600b367-f04f-4727-9082-ea2c29ee06a2
Jack Harlow,WHATS POPPIN,29,73801df2-a595-4747-bf8c-1c71309bb649
Japanese Breakfast,Here is Someone,29,41fe73f3-1191-428d-b058-ab1d74ed9ad9
Jay Som,Float - feat. Jim Adkins,29,
John Francis Flynn,Mole In The Ground,29,8702c32a-1c50-46d9-87b3-eeeb667e411a
Kanye West,"Monster (feat. Jay-Z, Rick Ross, Nicki Minaj & Bon Iver)",29,
Kanye West,Touch the Sky (feat. Lupe Fiasco),29,
Keith Ape,"IT G MA REMIX (feat. A$AP Ferg, Father, Dumbfoundead, Waka Flocka Flame)",29,
Kendrick Lamar,Compton,29,159a93a8-98c4-498e-86a7-75608a47d874
Kendrick Lamar,Real,29,791de42b-5b50-4657-8c26-f67cf751fa9f
Killer Mike,Don't Let The Devil [Feat. thankyougoodsir] - Single Version,29,
Kiltro,Cuchito,29,b41e8ca7-b55c-45b7-af6b-2ba25f8d5f1c
Liz Phair,Soap Star Joe - 2018 Remaster,29,
Mac Miller,RICK'S PIANO,29,31575f40-7740-4ad8-8350-c777f21bc56c
Maggie Rogers,Different Kind of World,29,
Maggie Rogers,Symphony,29,
Mando Fenn,2004,29,
Mando Fenn,Days Fading Into One,29,
Mando Fenn,IT'S MANDO!,29,
Momma,I Want You (Fever),29,8651ada2-76d3-4b61-8e9b-ffb58962e3bd
Nirvana,Breed,29,4a0eba71-c4cf-3676-a7be-c2e1c812178f
Noname,Freedom (Interlude),29,
Noname,Montego Bae,29,
Noname,Prayer Song,29,
NxWorries,KeepHer (feat. Thundercat),29,
Pavement,Harness Your Hopes - (B-side),29,
Rex Orange County,4 Seasons,29,8fa3acc3-7ce4-45c7-8210-0596b059122a
Rex Orange County,Happiness,29,731100d6-91e0-46a8-a615-8466c4e48b92
Ruby Gill,Some Kind Of Control,29,
ScHoolboy Q,THat Part (feat. Kanye West),29,
Snocaps,You In Rehab,29,caa26f9f-13b4-4f6f-acd2-d62e934c82ef
Tame Impala,One More Hour,29,4a2be6ff-6ba2-4732-a71b-dd3a7af0c299
Tango Astral,Faro,29,
The Notorious B.I.G.,Mo Money Mo Problems (feat. Puff Daddy & Mase) - 2014 Remaster,29,
The Postal Service,The District Sleeps Alone Tonight,29,048e6c2b-1694-3190-9083-873bd32e4d45
The Postal Service,This Place Is a Prison,29,0101eaf1-dc89-4f37-87de-4a2901ec0237
The Postal Service,We Will Become Silhouettes,29,00dfeb6b-7d1e-3200-8bb5-f7b8a6b32ec1
The Throne,Welcome To The Jungle (Produced By Swizz Beatz) (Co-Produced By Mike Dean & Ken Lewis),29,
The Weeknd,Less Than Zero,29,4b480a61-89e1-48a4-8a81-068b3ddb6a4c
Travi$ Scott,Maria I'm Drunk (feat. Justin Bieber & Young Thug),29,
Vince Staples,MHM,29,6625c18c-52a7-49e5-a724-b6cc9733dcad
Vince Staples,THE APPLE & THE TREE,29,11159d40-cb84-4cb3-ae2b-8c4868184fdc
Waxahatchee,Crimes Of The Heart,29,b1bbd36a-8b2d-4d7d-914a-92cc337062f2
Waxahatchee,Silver,29,2124f6a4-a218-4cee-b076-a9c417238b05
Wishy,Too True,29,cae26007-8cf5-4113-b6e7-443b965087a8
Womb,One Is Always Heading Somewhere,29,46ee184e-0e7a-4dd6-b7ba-cb7628dc48f0
Young Thug,Tomorrow Til Infinity (feat. Gunna),29,
Amie Blu,pretty,28,
Anderson .Paak,Twilight,28,0e172d08-fbcc-4f5a-86ee-8ec450756e4e
Bad Bunny,VOY A LLeVARTE PA PR,28,b7949cc8-4f21-4232-a55a-250cb2a03779
Benjamin Booker,The Slow Drag Under,28,08c9a226-7998-48b9-90a5-df1de4f95c76
Car Seat Headrest,Connect the Dots (The Saga of Frank Sinatra),28,effb6d94-c31f-47a6-8e80-15d8521a8ec8
Car Seat Headrest,Nervous Young Inhumans,28,6ba16a02-87f2-4c08-af60-6cf2edd8d7fe
Car Seat Headrest,The Ballad of the Costa Concordia,28,447cb986-63aa-4966-b81f-371de0b003ad
Cleo Reed,Strike!,28,
Daniel Caesar,Neu Roses (Transgressor's Song),28,a602c427-8ff9-4b3e-aea8-2bec435d1d44
Daniel Caesar,Transform (feat. Charlotte Day Wilson),28,
David Bowie,It Ain't Easy - 2012 Remaster,28,ca498614-f80e-4af7-b141-8c867b98974d
deathcrash,NYC,28,
Dijon,Another Baby!,28,824d289c-f4be-4f93-9cb9-b96f9988318e
Donnie Trumpet & The Social Experiment,Sunday Candy ft. Jamila Woods,28,
Gil Scott-Heron,The Needle's Eye,28,
Hana Eid,Avoid The News,28,
Indigo De Souza,Smog,28,91ae7447-a0ad-42a5-88b7-f8b8e7278bb0
Isaiah Rashad,All Herb (feat. Amindi),28,
Isaiah Rashad,Claymore (feat. Smino),28,
Isaiah Rashad,Hey Mista,28,446072b4-f7ff-408d-a97b-7b6b79d02c43
Joey Bada$$,World Domination (Prod. by MF DOOM),28,
Labi Siffre,Cannock Chase,28,f952122a-9e55-4dfa-9701-d7edb72cd419
Mac Miller,I Can See,28,8f0ec50a-5d64-4d45-968b-1a8d8592be19
Mac Miller,Woods,28,28503897-460b-4b2b-bee6-2d5b2d585747
Magdalena Bay,This Is The World (I Made It For You),28,a20b9e79-fd89-47bc-a857-9cf0ddf72c60
Michael Jackson,Thriller,28,8403caf8-3714-46da-934c-1fe91a049540
Nilüfer Yanya,Method Actor,28,6a977730-277d-4a24-8984-03c3daf8d0de
Ninajirachi,Sing Good,28,95461b73-b0ab-4b33-9433-73b3ba3286d5
Nirvana,Come as You Are,28,50e196bc-7c81-4824-bf08-820df3f4c18b
Noname,All I Need (feat. Xavier Omär),28,
Noname,Diddy Bop (feat. Cam O'bi & Raury),28,
Noname,Don't Forget About Me,28,17d6c32e-b193-4601-9123-eedb1cfc3189
Noname,Forever (feat. Joseph Chilliams & Ravyn Lenae),28,
Noname,Regal,28,9c2230af-5089-405c-be34-6ab24d7fc49d
oxis,Piranha,28,e7f0d45f-f065-40ec-9344-7d03ae11955a
Phoebe Go,We Don't Talk,28,bbec798f-43cd-46e2-859c-4ec8f690c635
Rex Orange County,Nothing,28,a0fdcb36-455a-4756-a199-938d16b0aea4
Rex Orange County,Television / So Far So Good,28,
Rex Orange County,Untitled,28,7beed437-9530-4f08-8437-37cdea7bbd55
Rex Orange County,Waiting Room,28,2105f64e-4435-46f4-b3fd-cc4d5552946f
Royel Otis,Kool Aid,28,af2fac19-c135-4cdb-b127-d1718898a43a
Saba,Scum,28,d9e70be9-6dd9-4042-a117-c46347d82178
Samia,Mad at Me,28,
Sex Week,Moneyman,28,
simpforvaleria,just a waste,28,
Snail Mail,Mia,28,17019b57-a278-4d7b-bcfe-e41d32d4f566
Snakadaktal,Fall Underneath,28,4ce9b405-301f-4a7c-901c-7252d6c4ac74
Stormzy,Longevity Flow,28,
Suki Waterhouse,Featherweight,28,
Swet Shop Boys,Aaja,28,514d4b46-0020-473d-8fcd-ce202628bb95
Tanukichan,Circles,28,ff064261-ef56-4c86-b2a6-969c5f391d10
"The Army, The Navy",Alexandra,28,2c363c4f-65f8-4a6b-90d4-08d473a46779
The Postal Service,Clark Gable,28,02f3c566-6406-3cd7-9aeb-527add1fe628
The Postal Service,Such Great Heights,28,04c1bf65-9fcf-4cab-8edd-a41e042d5090
Trudy and the Romance,Junkyard Cat,28,5bf67a9e-4ade-43a3-bcec-e0745abb800e
Vince Staples,LAKEWOOD MALL,28,0c8478b6-d54a-4a65-9732-4b79442a69ea
Waxahatchee,Hell,28,990f28e8-ecbe-44bf-95e3-2e04b9dcfcdc
王菲,分裂,28,c8f623e0-b67c-395c-90f7-ef6491aa7a4b
$NOT,Doja,27,
070 Shake,Microdosing,27,12644286-6fdd-47cd-a73d-4be8b035b76f
16 Underground,Chasing a Comfort,27,
21 Savage,Ghostface Killers (feat. Travis Scott),27,
Anderson .Paak,Chosen One (feat. Sonyae Elise),27,
Anderson .Paak,What Can We Do? (feat. Nate Dogg),27,
Angie McMahon,Divine Fault Line,27,
Angie McMahon,Fireball Whiskey,27,
Avalon Emerson,Entombed in Ice,27,eec15d17-2337-459e-9fba-1219d279a372
Benjamin Booker,Right on You,27,0ae4ad55-373f-4250-9031-fd15b79685ef
Billie Eilish,&burn (with Vince Staples),27,78e7307f-1b7a-428c-9a2c-3e3f86fcfbc3
Bon Iver,For Emma,27,35cca4de-c967-44e5-ac83-092e0c7f686e
Chico Trujillo,Loca,27,31a6a3d3-8fde-3dff-bb69-68cc94c89e16
Chilli Beans.,lemonade,27,7f8cf632-075f-4307-9e76-d5e27e9ad105
Daniel Caesar,Loose,27,bea181e4-a688-4b0f-aeca-483e69e315a5
Darryl Rahn,Easier By Now,27,
David Bowie,Hang On To Yourself - 2012 Remaster,27,2a528d74-f098-450e-ad68-6c528f305db8
David Bowie,Lady Stardust - 2012 Remaster,27,044ebbd2-89ba-4366-95a6-9cfb2cb8bb9e
David Bowie,Rock 'n' Roll Suicide - 2012 Remaster,27,dd0a8e70-deff-4aa6-9abc-43e26bcc122f
David Bowie,Star - 2012 Remaster,27,37725256-eb7c-41c8-8c0e-e7a1cc011a92
Elephant Castle,Cool To Be Unhappy,27,
Flatbush ZOMBiES,Palm Trees,27,a3a4945d-b34c-454a-b052-4d70df3e04b7
Gil Scott-Heron,Lady Day and John Coltrane,27,
Isaiah Rashad,From The Garden (feat. Lil Uzi Vert),27,
Isaiah Rashad,RIP Young,27,00174935-c076-4b05-96d9-121258957fc0
Japanese Breakfast,Honey Water,27,6a3ac16d-0c95-4ffe-8215-7c4d5ee54097
Japanese Breakfast,Mega Circuit,27,b39096e6-89d7-405e-aa32-93a15b6c09b5
KAYTRAMINÉ,letstalkaboutit,27,
Kendrick Lamar,m.A.A.d city (feat. MC Eiht),27,d142987d-69a5-426c-8d41-20ce2cc1534b
Mac Miller,Blue World,27,69169f55-46a9-4f76-b478-159a56567a4b
Mac Miller,Complicated,27,3f60054f-b183-4f66-8133-23905a37c847
Mac Miller,Everybody,27,3528f524-6c1d-488c-9740-d6f73d25fe04
Mac Miller,Hand Me Downs,27,5c661f0a-8b49-4c7f-881c-38cc446af230
Mac Miller,Hands,27,8a97e708-5e5b-446d-a281-bc20956c63e0
Mac Miller,That's on Me,27,49f476e1-8e05-41ca-a813-e4424d3374c1
Magdalena Bay,Angel On A Satellite,27,c75227be-7296-4da8-9d0a-2d6d61804e45
Mando Fenn,fin.,27,
Mitski,Texas Reznikoff,27,04547206-2ad1-4817-b32e-ce55554f2cee
Momma,Speeding 72,27,76999890-3c06-480b-917f-09e010782554
Neko Case,Star Witness,27,01f6318e-549d-4b4c-b823-ef96a2cc4d0f
Nirvana,Territorial Pissings,27,d0c5017e-e83c-4a35-b092-51bc48fdf252
OutKast,Unhappy,27,fe32c432-cf18-351e-84ed-ae02f1984bec
Pusha T,Drug Dealers Anonymous (feat. JAY Z),27,
Pusha T,Pain (feat. Future),27,
Rex Orange County,Rain Man,27,4889add8-01ac-4810-b686-5aedbafb9312
Saba,BROKEN GIRLS,27,30d6e326-1611-470e-b416-fa26a3d46b9d
ScHoolboy Q,Man of the Year,27,19ee20ce-3e28-4fda-aabb-71fbe3bdc1d9
Steve Lacy,Buttons,27,
Steve Lacy,Static,27,99b48239-18cf-44fc-bc4c-9f1e2f60c65b
The Japanese House,Chewing Cotton Wool,27,da747d39-d77b-4790-ab7d-5418564d8d56
The Postal Service,Nothing Better,27,89e5b046-178f-416c-862e-b81a71c74944
The Postal Service,Recycled Air,27,e080fc6e-507a-40f0-a69c-cf7805436825
The Weeknd,Dawn FM,27,7a5cd45e-1d39-4679-b786-00b7d20ea306
The Weeknd,How Do I Make You Love Me?,27,b7e14f2f-7b1c-4f5d-89f9-5e96480fbc3f
The Weeknd,Stargirl Interlude,27,941fe227-d325-4dc8-b06d-c5c0ca05876f
U.S. Girls,Running Errands (Today),27,e3c7885b-778b-4c01-952d-f77ca363d469
Young Thug,Do U Love Me,27,5b54d092-5273-4ae2-9078-36420298d897
Youth Lagoon,Rabbit,27,070794e7-7b1a-4665-a781-38d16ed632f1
070 Shake,Flight319,26,68c1546b-062e-40fd-b609-85c0b1a9842a
070 Shake,Terminal B,26,1f49b9c7-5d3e-4377-b4ff-7f1687e9e9b1
A$AP Mob,Put That On My Set,26,
A$AP Mob,Telephone Calls,26,
Anderson .Paak,Jet Black (feat. Brandy),26,
Angie McMahon,Exploding,26,b63ccd8a-9e24-446e-abb0-3b61ec5d2be8
Angie McMahon,Fish,26,
Angie McMahon,Mother Nature,26,
anttonias,Almendra,26,
Bob Dylan,Tangled Up in Blue,26,64096ef6-7e54-3769-90a6-1d4cdf30cae3
Camille Jansen,Was Always You,26,
Car Seat Headrest,Famous Prophets (Stars),26,69d02c04-f0e5-49c7-b86f-e8134386ce58
Connor Price,Too Easy,26,0d11b51f-6910-4842-a7e0-5725b3bb6786
Daft Punk,Giorgio by Moroder,26,05aa202f-ba1c-4629-950e-61fa9ce6eab6
Danger Mouse,No Gold Teeth,26,
Daniel Caesar,Blessed,26,4cef7d68-ae29-4a3f-809c-c1f88c49ce1b
Daniel Caesar,Take Me Away (feat. Syd),26,
Del Water Gap,Sailor Song - triple j Like A Version,26,
Donnie Trumpet & The Social Experiment,"Wanna Be Cool ft. Big Sean, Kyle, Jeremih",26,
Drake,With You (feat. PARTYNEXTDOOR),26,
Eagles of Death Metal,Miss Alissa,26,67f1f505-d39f-4ec8-95ce-ad7cf6742f04
Fleetwood Mac,The Chain - 2004 Remaster,26,cd06c484-9319-4376-a104-504871e19756
Future,Like That,26,
Indigo De Souza,Younger & Dumber,26,061d0981-14fd-42bb-b5bb-17dcc0db390b
Isaiah Rashad,Chad (feat. YGTUT),26,
Isaiah Rashad,THIB,26,3552e432-4b60-4fd1-a416-3bb3dbde423d
Isaiah Rashad,Wat U Sed (feat. Iamdoechii & Kal Banx),26,
JAY-Z,4:44,26,16c023bf-9865-47d1-9156-00f2df858362
Kali Uchis,All I Can Say,26,98bde36d-fe7e-449f-bcec-e599cb630423
Kanye West,Gorgeous (feat. Kid Cudi & Raekwon),26,
"Kanye West, Jay Z, Pusha T, Prynce Cy Hi, Swizz Beatz & RZA","So Appalled (feat. Jay-Z, Pusha T, Prynce Cy Hi, Swizz Beatz & RZA)",26,
"Kanye West, Pusha T & Ghostface Killah",New God Flow,26,0f5089a1-514a-478f-b544-992d50ad0c97
Kiltro,Curicó,26,259167fd-7450-49b2-9610-7b68c189638e
L'Impératrice,Danza Marilù (feat. Fabiana Martone),26,
Mesita,kazekage,26,
Nas,Spicy (Feat. Fivio Foreign & A$AP Ferg),26,
Nilüfer Yanya,Just A Western - Boy Harsher Remix,26,
Nirvana,Drain You,26,47aced92-f6b0-372d-b0f0-e4a554d0bcc5
Nirvana,Lounge Act,26,
Nirvana,Polly,26,49790cf0-b1b4-3ff4-bb52-1fce1723ec46
NxWorries,86Sentra,26,285dab64-61a4-4520-b120-e1562b84b169
Oklou,want to wanna come back,26,cbb45677-f5e7-4892-abfa-f45fa3fb98b8
orion sun,Mirage,26,0e710730-7ac7-4a77-8d7f-22af8866ca57
Penelope Road,Tired of Love,26,
Phantom Handshakes,Good Intentions,26,c63d1021-df78-43ff-b4e6-2bd96613b371
Rex Orange County,Sycamore Girl,26,d3ce1743-c274-4429-a231-4c39356a6aeb
Scubadiver,Me and My Synths,26,
Selena Gomez,Ojos Tristes (with The Marías),26,
Slow Hollows,The Art School Kids,26,d271ca7f-cab5-4aeb-8276-a2247ce4d47e
Sobs,Cool - Bonus Track,26,
Soccer Mommy,Cool,26,17fcb956-9d0a-4f30-920d-c0d8d801a14a
The Japanese House,Sharing Beds,26,28e0fb16-d3ac-48b3-9ef6-7da49f3c9f39
The Weeknd,Best Friends,26,2b13f0a6-9a7d-4149-9dc9-d6dd2e0cfd68
The Weeknd,D.D. - Original,26,
U2,City of Blinding Lights,26,4af0ebe0-5542-4689-bb6d-b2b9252a61f3
Vampire Weekend,Obvious Bicycle,26,5df0dc90-1d17-47e8-b3a9-43f2c10e47ba
Vince Staples,"""Radio""",26,e65e56b0-b0e1-487a-936c-093df4c9387d
Vince Staples,Jump off the Roof,26,64352f71-890f-4b5b-a2a3-8b119caaade0
Vince Staples,Ramona Park Legend Pt. 1,26,219119d0-f093-4e90-86ed-8f2d4ef9ca03
Vortxz,My Love,26,
Waxahatchee,Much Ado About Nothing,26,3116c3c6-0270-45ba-bdd8-8c1cff4622de
Waxahatchee,The Eye,26,60d0a192-0c94-473d-8e59-9516b3639147
Wombo,RVW,26,f1ca60b8-fe28-4f5d-8b42-b7282ec07aba
Yeemz,People Pleaser,26,5ec18725-0ae3-408f-af3e-1da7b568e667
A$AP Rocky,A$AP Forever,25,a6944796-d919-4f38-b5ef-d9f347356459
Anderson .Paak,The Dreamer,25,
Angie McMahon,Black Eye,25,
anttonias,Dulces Corazones,25,
Avalon Emerson,Hot Evening,25,e7539a90-70f0-451b-b72b-1c1531a540de
BROCKHAMPTON,QUEER,25,0f89098c-8db3-4389-a19b-0d4bfe28cb73
Car Seat Headrest,Twin Fantasy (Those Boys),25,f1b05b94-3786-46d0-8410-55bcc27a397c
clipping.,'96 Neve Campbell,25,
Dua Lipa,Cool,25,bb71a722-2c27-4765-b6d0-08b7ad655d93
Dua Lipa,Future Nostalgia,25,d39e5e84-0395-4d25-9b27-685fd6282cca
Eloise,Vanilla Tobacco,25,3b2ab74c-af04-409f-8651-057e9b426139
Faye Webster,Thinking About You,25,e6613a11-58b4-44ba-941c-6a0e9e8f6e1f
Fleetwood Mac,Go Your Own Way - 2004 Remaster,25,66908b7f-050f-4e8d-82b0-a768a3d80c63
Ghais Guevara,Sir Douglas Mawson,25,
Isaiah Rashad,HB2U,25,f9844bae-cd5f-4fc6-968d-184250b1afff
Joy Oladokun,All My Time,25,
Juliet Ivy,is it my face?,25,da9295fc-1a30-4749-a271-c7f21e6b66fe
Kanye West,Diamonds From Sierra Leone (Remix) [feat. JAY-Z],25,
Kendrick Lamar,heart pt. 6,25,863a5aa1-71eb-44ef-a4e0-4fa9949f0f88
Lauren Auder,praxis,25,9c820eb3-68a6-494c-ac60-a32a51b5e7e5
Luna Li,I Imagine,25,
Noname,Freedom Interlude,25,4de3de33-0e14-4248-859f-9c6921a88feb
Noname,no name,25,
Noname,With You,25,0fe5a247-fda0-44c6-812b-c6d492b96310
Nourished by Time,Max Potential,25,ab9743dc-8762-4569-829b-2efcb259dcb0
PinkPantheress,Stateside,25,056c50da-f7dd-45b0-9474-c51b75fd7961
Saba,CALLIGRAPHY,25,190f1413-f69f-4d5e-b5a9-2be23c0ae85f
Saba,FIGHTER,25,
Saba,LOGOUT,25,
Saba,SMILE,25,c62a568c-6037-462a-838f-03250bec0cdf
Sarah Kinsley,Ascension,25,
Steve Lacy,2gether (Enterlude),25,
Steve Lacy,Amber,25,
Steve Lacy,Cody Freestyle,25,
Telenova,The Wallpaper,25,
The Weeknd,Don’t Break My Heart,25,c7d8bf1f-1fd5-4756-9495-47bfd0da20fe
The Weeknd,Every Angel Is Terrifying,25,28cdf16d-27ef-45e9-a5ea-bc61c54b77ec
The Weeknd,"Here We Go… Again (feat. Tyler, the Creator)",25,
The Weeknd,Is There Someone Else?,25,15f71722-f9b6-4927-972a-e2a60774031a
The Weeknd,Sacrifice,25,45385fd3-8fbf-4069-b708-500b6aaeb1d3
The Weeknd,Starry Eyes,25,a535ef7f-307a-4d17-bfdf-3e06eb4d818c
Vampire Weekend,Worship You,25,27cd8b84-b30b-451d-8974-73573af21743
Waxahatchee,A Little More,25,2bd70fe1-258b-4627-a56d-7ae94ba05961
Waxahatchee,Witches,25,76212e8d-a2c3-4f2f-83de-f1a34d991ccf
Yo La Tengo,You Can Have It All,25,2d2a12fb-43ed-4501-9494-f8cbc5d42265
ZSELA,Moth Dance,25,39b180fc-4afb-44cf-80a6-2f27357f3174
Angie McMahon,I Am Already Enough,24,
Annahstasia,overflow,24,67d09c08-0980-4e69-82fe-74cb5527dc44
anttonias,Alma animal,24,
Avalon Emerson,A Vision,24,5b43b17c-9c13-4df1-b768-f99b685fe89f
Bad Bunny,NUEVAYoL,24,c5eee37f-9f97-48c9-b2e9-ffd20a6bb06e
Bob Dylan,"Lily, Rosemary and the Jack of Hearts",24,3afd87fe-d9d4-4bf2-b6da-7780debf0d0c
Calli,Eyebags,24,
Cordae,Locationships,24,
Daniel Caesar,Freudian,24,912d1b00-01fa-4f7d-9578-7ac4d81a44a6
Dram,Broccoli,24,
Eminem,Lose Yourself,24,727c60cd-f92b-3c8c-b813-ee5a61fd3a62
EXUM,Losing Focus,24,
Ghais Guevara,Face/Off,24,
Gorillaz,November Has Come,24,7f5aa061-1c56-4a79-9455-d54efe32e526
Grace Ives,My Mans,24,685dc412-a5c9-470d-8fd0-18deead75a77
Isaiah Rashad,9-3 Freestyle,24,03e73533-3037-4104-94f7-dfa8a3768f18
Joey Bada$$,Black Beetles,24,42967b31-634d-4e5c-b273-17b24ecc4d0e
Joey Bada$$,Survivors Guilt,24,
Jupiter One,Fire Away,24,68451c91-50c4-4245-820d-8b940a10cb2c
Jupiter One,Moon Won't Turn,24,e3a65f3a-d677-317e-8681-271b0702087a
Kanye West,So Appalled,24,7000188d-0c00-4632-8f42-e6117e69dc5d
Kanye West,Who Will Survive in America,24,0835828d-f814-4729-8a46-b6f105748ed8
Kendrick Lamar,reincarnated,24,ee815faa-e07b-4a18-b3da-f7ccb229ac7f
Kendrick Lamar,YAH.,24,60cd3151-8965-4201-9a7b-e42b5983db7e
Lorde,Team,24,
Luna Li,Fantasy,24,f6ed8f8a-f101-4f88-8aa4-a05bfc8f10f0
Luna Li,I Would Let You,24,0cf9410d-c040-4f57-96ef-d7e4235f5273
Mazzy Star,Blue Flower,24,0581653c-9f24-4928-ae9a-ebb8b2642476
Mei Semones,Inaka,24,a04e406d-6bea-46ed-924c-dd9c58feba16
Mitski,Square (Solo Piano Version),24,d3650921-64b3-43a5-8bcf-6a02cb3fecba
Nirvana,On a Plain,24,
Nirvana,Something in the Way,24,
Oklou,choke enough,24,a38bc688-5d49-4fb8-90b1-6d1a7865eae8
Oklou,endless,24,a867dbb9-32eb-4f47-8b90-8c2e8f2b7104
Papa Bear & His Cubs,Sweetest Thing on This Side of Heaven,24,0c87f443-ec2d-4a4f-82c5-772912c1a8df
ROSALÍA,"Sexo, Violencia y Llantas",24,e094efe9-3c07-449e-83cf-4ffbad92e95d
Saba,Back In Office,24,
Sampha,Blood on Me,24,5e18198c-8e19-479b-9863-c02c5bde0308
Sampha,Take Me Inside,24,0074e91b-e10e-40ad-be87-853011f314b4
Smokey & Miho,Ocean in Your Eyes,24,0ce990df-d111-4e54-a5b3-362ef62c19bc
Soccer Mommy,Still Clean,24,3df1e89d-8bab-49e4-b098-a301997afd5c
Steve Lacy,Give You the World,24,c3f5c981-1db3-4acb-a83b-5e2cdbcedc10
T. G. Shand,Levitating The Knife,24,
The Velvet Underground,Pale Blue Eyes,24,
Tim Heidecker,Oh How We Drift Away,24,
Ugly (UK),Icy Windy Sky,24,501ac4e9-f3f2-47ec-86c1-f48ec5edf74c
Vince Staples,3230,24,04fb3d4e-5d22-4d44-95ab-b85fe73e3a40
Vince Staples,Birds & Bees,24,1236ab85-bfc1-4384-b507-a88bb7772518
Vince Staples,DJ QUIK,24,
Vince Staples,Dopeman,24,cc8aa5cf-2bf3-4db9-9dd8-33e2289cec9b
Vince Staples,Lemme Know,24,b809cc4c-de63-441e-8a10-0b987e15df82
Vince Staples,War Ready,24,6d1b0c0f-3877-45c3-9542-72591f213446
Waxahatchee,Brass Beam,24,479f0d63-4ab6-408f-bf43-22c4f1af3e73
Waxahatchee,Fade,24,64aa570c-f4fc-4201-a0ec-1be3807de927
Waxahatchee,St. Cloud,24,7029edf1-994f-4522-b542-6a007ddb841e
Weyes Blood,God Turn Me into a Flower,24,37ad6be0-21c4-4322-8b5c-b02c9cbf69e2
Alexandra Savior,Unforgivable,23,1b0a4d3d-6117-4724-97da-cd23ca0c8200
Anderson Paak,Celebrate,23,
anttonias,Cuerpo eterno,23,
Avalon Emerson,Dreamliner,23,58c0fbd5-6c91-4138-b9a4-c0544416fc86
Avalon Emerson,The Stone,23,fe08a97a-3be6-4e35-ac62-4a3d2e242ded
Car Seat Headrest,My Boy - Twin Fantasy,23,548472bf-b9b8-46cf-8e60-6e772ebc0270
Chance the Rapper,Pusha Man (ft. Nate Fox & Lili K.),23,
Daughter,Run,23,242881be-fac6-3f0a-9be6-aebd1d6b265d
Evan Blix,Only You,23,
Extremely Bad Man,Bombae Lemonade (feat. Omenihu & Jallal),23,59f8b62c-1698-489a-82a8-52fe509bd75f
Extremely Bad Man,Parting Flowers (feat. Jeremy Michaels),23,51524c30-0e7f-437a-9a63-001cf68cf50b
Fazerdaze,Soft Power,23,
Fleetwood Mac,Rhiannon,23,
Geese,Trinidad,23,64d50fee-6a5b-4486-b7ac-717bae04b524
Helena Deland,Someone New,23,3b043c46-48df-47b6-b1d7-33e7711f5e40
JAY-Z,Caught Their Eyes,23,
JAY-Z,Kill Jay Z,23,2a57f693-e6b2-479c-bf3f-03373a49338a
Joey Bada$$,Devastated,23,137230e0-3737-465e-b251-583aed2da0e3
Joey Bada$$,For My People,23,146b60ef-76fc-4718-853f-3ab5f796965c
Joey Bada$$,Good Morning Amerikkka,23,7af9fd1c-758c-4f94-87c9-90ed1dea726f
Joey Bada$$,Survival Tactics (feat. Capital STEEZ),23,
Johmen,Unsafe,23,8c5ce6c2-6ef6-47a3-bfdf-b64280e3c67c
John Mayer,No Such Thing,23,df560f3e-800a-47da-aa8c-7096b476c765
John Mayer,Not Myself,23,78f190de-9182-415c-aeef-c7bf374f46b0
Jordana,Summer's Over,23,
Jupiter One,Countdown,23,3c433a84-8df8-32d7-aaf6-c269e4495d57
KAYTRANADA,Weird (feat. Durand Bernarr),23,
Kendrick Lamar,Cartoon and Cereal,23,e7de9c48-7a76-4053-9249-0fbe5218602d
Kendrick Lamar,hey now (feat. Dody6),23,0430b346-2757-4a16-856b-c6e3795ed22f
Kendrick Lamar,Kush & Corinthians,23,
Kiltro,The Drunk,23,32f20bb3-056e-4713-9f4b-7a1b16b6be10
Lil Yachty,One Night,23,769ecb50-2de2-456b-80fc-9b74da52bf18
Mazzy Star,Be My Angel,23,e81a42fe-4c95-4e8d-978c-c582f5451cb9
Nico Segal,Sunday Candy,23,
Ninajirachi,Infohazard,23,70c821ed-05f7-4151-975f-40e209a9c6a7
Ninajirachi,iPod Touch,23,a37d8dca-500d-4bd9-b210-f582ae0e19c0
Nirvana,Stay Away,23,
Noname,All I Need,23,
Pink Floyd,Breathe (In the Air),23,c237c4e5-c4f2-4abb-aac4-d9d98acfbd2e
Sampha,Naboo,23,7ced6255-f81b-4fac-be6f-753f3df5a4fe
Sarah Kinsley,Sliver Of Time,23,
ScHoolboy Q,Groovy Tony / Eddie Kane (feat. Jadakiss),23,
Silica Gel,NamgungFEFERE (feat. Japanese Breakfast),23,
Soccer Mommy,Blossom (Wasting All My Time),23,3b1d7f8a-6b12-4be1-8cd4-110d0e21e4a4
Soccer Mommy,Flaw,23,1da20d30-88b3-4d73-8621-dd65523774e2
Soccer Mommy,Skin,23,7ac680f8-f032-4e12-bdbe-b8bfdabb6cf9
Stella Donnelly,Tricks,23,23db9bf4-2c5d-4614-90f6-7d1f894378f6
